id,hierarchy,galil,kahal,name,settlement_type,pop,year,region,modern_name,viv,pow,geocode,olat,olon,kahal_id,subunit,lat,lon,display_name,osm_id,wikidata_id,name_he,name_sim,match_status,confidence
25.0,,Rus,Winnica,Słobodka Futorow Winnickich,village,4.0,1765.0,BRT,Malyye Khutora,Bracław,Bracław,BRC_WINNICA,49.21022,28.51614,284.0,,49.2131198,28.5178136,"Вінниця, Вінницька область, Україна",11235299421.0,,,0.769,matched_db_api_modern,medium
26.0,,Rus,Winnica,Słobodka Czosnowska,village,4.0,1765.0,BRT,Słobodka Czosnowska,Bracław,Bracław,BRC_WINNICA,,,284.0,,,,,,,,,no_coords,none
27.0,,Rus,Winnica,Stare Miasto,city,5.0,1765.0,BRT,Malyye Khutora,Bracław,Bracław,BRC_WINNICA,49.21902454,28.49058711,284.0,,49.2187763,28.4938977,"Вінниця, Вінницька область, Україна",4791371904.0,,,0.957,matched_db_api,high
28.0,,Rus,Winnica,Sabarow,village,5.0,1765.0,BRT,Sobariv,Bracław,Bracław,BRC_WINNICA,49.19637,28.45218,284.0,,49.1973821,28.4511405,"Сабарів, Вінниця, Вінницька міська громада, Вінницький район, Вінницька область, 23236, Україна",4845144837.0,Q12149926,,1.0,matched_nominatim,high
29.0,,Rus,Winnica,Zarwańce,village,3.0,1765.0,BRT,Khmelëva,Bracław,Bracław,BRC_WINNICA,49.25413705,28.38867188,284.0,,49.2584825,28.3871024,"Зарванці, Вінницька область, Україна",337565800.0,Q4119442,,0.75,matched_db_api,medium
30.0,,Rus,Winnica,Zarwaniec,village,3.0,1765.0,BRT,Zarwaniec,Bracław,Bracław,BRC_WINNICA,,,284.0,,,,,,,,,no_coords,none
31.0,,Rus,Winnica,Chmielowa,village,5.0,1765.0,BRT,Khmelëva,Bracław,Bracław,BRC_WINNICA,49.26667,28.38333,284.0,,,,,,,,,not_found,medium
32.0,,Rus,Winnica,Jakuszynce,village,7.0,1765.0,BRT,Yakushyntsi,Bracław,Bracław,BRC_WINNICA,49.26141938,28.35159302,284.0,,49.259651,28.36672,"Якушинці, Вінницька область, Україна",337565579.0,Q4537329,,0.632,matched_db_api,medium
33.0,,Rus,Winnica,Łysa Gora,village,3.0,1765.0,BRT,Lysohora,Bracław,Bracław,BRC_WINNICA,49.2677488,28.32828247,284.0,,49.2666623,28.3347896,"Лисогора, Вінницька область, Україна",337564934.0,Q4270744,,0.824,matched_db_api,medium
34.0,,Rus,Winnica,Maydan Jakuszynski,village,4.0,1765.0,BRT,Maidan,Bracław,Bracław,BRC_WINNICA,49.23656,28.26179,284.0,,49.2378585,28.2658208,Майдан,337566223.0,Q4274733,,1.0,matched_refined,high
36.0,1.0,Rus,Kolumnow,Kolumnow,city,111.0,1765.0,BRT,Kalynivka,Bracław,Bracław,BRC_KOLUMNOW,49.44703512,28.52342606,285.0,,49.4583688,28.5262638,"Калинівка, Калинівська міська громада, Хмільницький район, Вінницька область, Україна",4857065563.0,Q1020122,קאליניבקה,1.0,matched_nominatim_modern,high
37.0,,Rus,Kolumnow,Suprunow,village,9.0,1765.0,BRT,Supruniv,Bracław,Bracław,BRC_KOLUMNOW,49.39223,28.30856,285.0,,49.3899549,28.305389,"Супрунів, Вінницька область, Україна",337560742.0,Q4446376,,0.875,matched_db_api,medium
38.0,,Rus,Kolumnow,Futory Kolumnowa,village,3.0,1765.0,BRT,Pavlivka,Bracław,Bracław,BRC_KOLUMNOW,49.4564091,28.47690582,285.0,,49.44569,28.4618,"Павлівка, Калинівська міська громада, Хмільницький район, Вінницька область, 22436, Україна",3673907.0,Q4341644,,1.0,matched_nominatim_modern,high
39.0,,Rus,Kolumnow,Medwidka,village,4.0,1765.0,BRT,Medvidka,Bracław,Bracław,BRC_KOLUMNOW,49.3834903,28.45115662,285.0,,49.380333,28.458368,"Медвідка, Стрижавська селищна громада, Вінницький район, Вінницька область, 23216, Україна",10041556.0,Q4287411,מֶדְבידְקה,1.0,matched_nominatim,high
40.0,,Rus,Kolumnow,Sosenka,village,5.0,1765.0,BRT,Sosonka,Bracław,Bracław,BRC_KOLUMNOW,49.32556952,28.57200623,285.0,,49.3333506,28.5767713,"Сосонка, Вінницька область, Україна",337562594.0,Q4429754,,0.857,matched_db_api,medium
41.0,,Rus,Kolumnow,Sobolowka,village,2.0,1765.0,BRT,Sobolivka,Bracław,Bracław,BRC_KOLUMNOW,49.33541415,28.64341736,285.0,,49.338356,28.650053,"Соболівка, Вінницька область, Україна",337562478.0,Q4178533,,0.889,matched_db_api,medium
42.0,,Rus,Kolumnow,Lesiyowka,village,11.0,1765.0,BRT,Lisova Lysiivka,Bracław,Bracław,BRC_KOLUMNOW,49.36583058,28.60599518,285.0,,49.362598,28.61561,Лісова Лисіївка,337561722.0,Q7242083,,1.0,matched_refined,high
43.0,,Rus,Kolumnow,Mieziaków,village,10.0,1765.0,BRT,Miziakivski Khutory,Bracław,Bracław,BRC_KOLUMNOW,49.32870212,28.35845947,285.0,,49.395901,28.381809,"Мізяків, Вінницька область, Україна",337560563.0,Q4292929,,0.824,matched_db_api,medium
45.0,1.0,Rus,Strzyżawka,Strzyżawka,city,272.0,1765.0,BRT,Stryzhavka,Bracław,Bracław,BRC_STRZYZAWKA,49.30955,28.47208,286.0,,49.3097584,28.4730593,Стрижавка,1739957292.0,Q1999944,,1.0,matched_cluster_fix,high
46.0,,Rus,Strzyżawka,Stadnica,village,7.0,1765.0,BRT,Stadnytsia,Bracław,Bracław,BRC_STRZYZAWKA,49.2876,28.60373,286.0,,,,,,,,,not_found,medium
47.0,,Rus,Strzyżawka,Piatniczany,village,9.0,1765.0,BRT,Vinnytsya,Bracław,Bracław,BRC_STRZYZAWKA,49.2322,28.46871,286.0,,49.2496623,28.4620491,"Вінниця, Вінницька область, Україна",4791371906.0,Q16710653,,0.909,matched_db_api,high
48.0,,Rus,Strzyżawka,Desna,village,4.0,1765.0,BRT,Desna,Bracław,Bracław,BRC_STRZYZAWKA,49.28166,28.54034,286.0,,49.2844045,28.5399831,"Десна, Вінницька міська громада, Вінницький район, Вінницька область, 23240, Україна",4642533.0,Q2473631,,1.0,matched_nominatim,high
49.0,,Rus,Strzyżawka,Ławruwka,village,2.0,1765.0,BRT,Lavrivka,Bracław,Bracław,BRC_STRZYZAWKA,49.34674,28.46324,286.0,,49.34749,28.4618,Лаврівка,337562178.0,Q4252249,,1.0,matched_cluster_fix,high
50.0,,Rus,Strzyżawka,Pereurki,village,6.0,1765.0,BRT,Pereorky,Bracław,Bracław,BRC_STRZYZAWKA,49.31446,28.40795,286.0,,49.31625,28.40481,Переорки,337563189.0,Q4350696,,1.0,matched_cluster_fix,high
51.0,,Rus,Strzyżawka,Woronowica,city,115.0,1765.0,BRT,Voronovytsya,Bracław,Bracław,BRC_STRZYZAWKA,49.10903,28.68681,286.0,,49.1117881,28.6889425,"Вороновиця, Вороновицька селищна громада, Вінницький район, Вінницька область, 23252, Україна",4646843.0,Q2473575,,1.0,matched_nominatim,high
52.0,,Rus,Strzyżawka,Paryiowka,village,11.0,1765.0,BRT,Parpurovtsy,Bracław,Bracław,BRC_STRZYZAWKA,49.16827,28.53179,286.0,,49.16827,28.53179,,,,,,reverted_to_original,medium
53.0,,Rus,Strzyżawka,Kosnorow,village,18.0,1765.0,BRT,Kosakivka,Bracław,Bracław,BRC_STRZYZAWKA,49.29029,28.73535,286.0,,49.29029,28.73535,,,,,,reverted_to_original,medium
54.0,,Rus,Strzyżawka,Michalowka,village,12.0,1765.0,BRT,Mykhailivka,Bracław,Bracław,BRC_STRZYZAWKA,49.19876,28.72415,286.0,,49.195293,28.723215,"Михайлівка, Вороновицька селищна громада, Вінницький район, Вінницька область, 23204, Україна",412810701.0,Q4297488,,1.0,matched_nominatim,high
55.0,,Rus,Strzyżawka,Stepanowka,village,12.0,1765.0,BRT,Stepanivka,Bracław,Bracław,BRC_STRZYZAWKA,49.13028,28.7666,286.0,,49.12571,28.76358,"Степанівка, Вінницька область, Україна",337571007.0,Q4441896,,0.8,matched_db_api,medium
56.0,,Rus,Strzyżawka,Soroczyn,village,3.0,1765.0,BRT,Sorochin,Bracław,Bracław,BRC_STRZYZAWKA,49.08333,28.68333,286.0,,,,,,,,,not_found,medium
57.0,,Rus,Strzyżawka,Szenderowka,village,9.0,1765.0,BRT,Shenderiv,Bracław,Bracław,BRC_STRZYZAWKA,49.05259,28.64139,286.0,,49.053249,28.63723,"Шендерів, Вінницька область, Україна",337574447.0,Q4522860,,0.6,matched_db_api,medium
58.0,,Rus,Strzyżawka,Fedorowka,village,11.0,1765.0,BRT,Federivka,Bracław,Bracław,BRC_STRZYZAWKA,49.05952438,28.60889777,286.0,,49.062923,28.6130725,"Федорівка, Вінницька область, Україна",337574004.0,Q4494125,,0.778,matched_db_api,medium
59.0,,Rus,Strzyżawka,Markowka,village,5.0,1765.0,BRT,Markovka,Bracław,Bracław,BRC_STRZYZAWKA,49.07631,28.61464,286.0,,49.074532,28.614626,"Марківка, Вінницька область, Україна",337573359.0,Q4282121,,0.75,matched_db_api,medium
60.0,,Rus,Strzyżawka,Trostianiec,village,4.0,1765.0,BRT,Trostianets,Bracław,Bracław,BRC_STRZYZAWKA,49.10289,28.60386,286.0,,49.094452,28.613058,"Тростянець, Вінницька область, Україна",337572518.0,Q4463839,,0.818,matched_db_api,medium
61.0,,Rus,Strzyżawka,Kalniszowka,village,10.0,1765.0,BRT,Kal’nishovka,Bracław,Bracław,BRC_STRZYZAWKA,49.0803295,28.65104781,286.0,,49.084259,28.640841,"Кальнишівка, Вінницька область, Україна",337572867.0,Q4210551,,0.762,matched_db_api,medium
62.0,,Rus,Strzyżawka,Kordyszowka,village,6.0,1765.0,BRT,Kordyshivka,Bracław,Bracław,BRC_STRZYZAWKA,49.08951,28.75601,286.0,,49.089661,28.76152,"Кордишівка, Вінницька область, Україна",337572587.0,Q4232796,,0.727,matched_db_api,medium
63.0,,Rus,Strzyżawka,Zarudyńce,village,8.0,1765.0,BRT,Zarudyńce,Bracław,Bracław,BRC_STRZYZAWKA,,,286.0,,,,,,,,,no_coords,none
64.0,,Rus,Strzyżawka,Dubowiec,village,4.0,1765.0,BRT,Dubovets,Bracław,Bracław,BRC_STRZYZAWKA,49.05441634,28.72466602,286.0,,49.0582813,28.7280052,"Дубовець, Вінницька область, Україна",337573969.0,Q4169389,,0.706,matched_db_api,medium
65.0,,Rus,Strzyżawka,Glinianiec,village,12.0,1765.0,BRT,Glinyanets,Bracław,Bracław,BRC_STRZYZAWKA,49.07049544,28.73736877,286.0,,49.0741907,28.7500794,"Глинянець, Вінницька область, Україна",337573353.0,Q4139893,,0.8,matched_db_api,medium
67.0,1.0,Rus,Sieliszcza,Sieliszcza,city,37.0,1765.0,BRT,Selyshche,Bracław,Bracław,BRC_SIELISZCZE,49.12883,28.35927,287.0,,49.1296694,28.358008,"Селище, Вінницька область, Україна",337570856.0,Q619830,,0.737,matched_db_api,medium
68.0,,Rus,Sieliszcza,Rowiec,village,5.0,1765.0,BRT,Riv,Bracław,Bracław,BRC_SIELISZCZE,49.08336,28.05899,287.0,,49.08336,28.05899,,,,,,reverted_to_original,low
69.0,,Rus,Sieliszcza,Biskupka,village,5.0,1765.0,BRT,Pysarivka,Bracław,Bracław,BRC_SIELISZCZE,49.1887,28.60449,287.0,,49.190338,28.606501,Писарівка,337567539.0,Q4363545,,1.0,matched_refined,high
70.0,,Rus,Sieliszcza,Bochenniki,village,4.0,1765.0,BRT,Bokhonyky,Bracław,Bracław,BRC_SIELISZCZE,49.16554,28.37415,287.0,,49.165882,28.368753,"Бохоники, Вінницька область, Україна",337569199.0,Q4095261,,0.778,matched_db_api,medium
71.0,,Rus,Sieliszcza,Czerlinkow,village,5.0,1765.0,BRT,Cherlinkiv,Bracław,Bracław,BRC_SIELISZCZE,49.16667,28.38333,287.0,,,,,,,,,not_found,medium
72.0,,Rus,Sieliszcza,Komarow,village,3.0,1765.0,BRT,Komariv,Bracław,Bracław,BRC_SIELISZCZE,49.13333,28.38333,287.0,,49.14253,28.67397,"Комарів, Вороновицька селищна громада, Вінницький район, Вінницька область, 23251, Україна",5308259.0,Q4229313,,1.0,matched_nominatim_modern,high
73.0,,Rus,Sieliszcza,Pilipi,village,3.0,1765.0,BRT,Pyliava,Bracław,Bracław,BRC_SIELISZCZE,49.07314,28.52343,287.0,,,,,,,,,not_found,medium
74.0,,Rus,Sieliszcza,Gryzince,village,8.0,1765.0,BRT,Grizhintsy,Bracław,Bracław,BRC_SIELISZCZE,49.08786509,28.39563612,287.0,,49.0880032,28.4012213,"Грижинці, Вінницька область, Україна",337572893.0,Q4149519,,0.706,matched_db_api,medium
75.0,,Rus,Sieliszcza,Witawka,village,4.0,1765.0,BRT,Vitava,Bracław,Bracław,BRC_SIELISZCZE,49.07582,28.36041,287.0,,,,,,,,,not_found,medium
77.0,1.0,Rus,Woroszyłowka,Woroszyłowka,city,116.0,1765.0,BRT,Voroshylivka,Bracław,Bracław,BRC_WOROSZYLOWKA,49.04354,28.33367,288.0,,49.043103,28.3326403,"Ворошилівка, Вінницька область, Україна",337574856.0,Q4126003,,0.667,matched_db_api,medium
78.0,,Rus,Woroszyłowka,Borskow,village,3.0,1765.0,BRT,Borskov,Bracław,Bracław,BRC_WOROSZYLOWKA,49.02598,28.38277,288.0,,49.0233426,28.3842148,"Борсків, Вінницька область, Україна",337575713.0,Q4094734,,0.857,matched_db_api,medium
79.0,,Rus,Woroszyłowka,Majanow,village,10.0,1765.0,BRT,Maianiv,Bracław,Bracław,BRC_WOROSZYLOWKA,49.00482214,28.3199102,288.0,,49.0107,28.32172,"Маянів, Вінницька область, Україна",337576315.0,Q4286424,,0.714,matched_db_api,medium
80.0,,Rus,Woroszyłowka,Witawa,village,7.0,1765.0,BRT,Vitava,Bracław,Bracław,BRC_WOROSZYLOWKA,49.07582,28.36041,288.0,,,,,,,,,not_found,medium
81.0,,Rus,Woroszyłowka,Taraszowka,village,5.0,1765.0,BRT,Tarasivka,Bracław,Bracław,BRC_WOROSZYLOWKA,48.90673,28.16376,288.0,,,,,,,,,not_found,low
82.0,,Rus,Woroszyłowka,Okuła,village,5.0,1765.0,BRT,Okuła,Bracław,Bracław,BRC_WOROSZYLOWKA,,,288.0,,,,,,,,,no_coords,none
84.0,1.0,Rus,Krasne,Krasne,city,466.0,1765.0,BRT,Krasne,Bracław,Bracław,BRC_KRASNE,48.91578,28.404,289.0,,48.916512,28.398561,"Красне, Тиврівська селищна громада, Вінницький район, Вінницька область, 23342, Україна",4844800.0,Q966264,,1.0,matched_nominatim,high
85.0,,Rus,Krasne,Hryszowce,village,5.0,1765.0,BRT,Hryshivtsi,Bracław,Bracław,BRC_KRASNE,48.94885,28.3455,289.0,,48.953129,28.340471,"Гришівці, Тиврівська селищна громада, Вінницький район, Вінницька область, Україна",4844818.0,Q4149863,,1.0,matched_nominatim_modern,high
86.0,,Rus,Krasne,Kobyleckie,village,7.0,1765.0,BRT,Kobeletske,Bracław,Bracław,BRC_KRASNE,48.93565,28.30284,289.0,,48.935509,28.30525,"Кобелецьке, Вінницька область, Україна",337579682.0,Q4225084,,0.727,matched_db_api,medium
87.0,,Rus,Krasne,Szczuczyńce,village,8.0,1765.0,BRT,Shchuchyntsi,Bracław,Bracław,BRC_KRASNE,48.96268,28.24673,289.0,,48.959541,28.24276,"Щучинці, Жмеринська міська громада, Жмеринський район, Вінницька область, Україна",6000250.0,Q4529278,,1.0,matched_nominatim_modern,high
88.0,,Rus,Krasne,Stroince,village,7.0,1765.0,BRT,Strointsi,Bracław,Bracław,BRC_KRASNE,48.90824,28.2994,289.0,,48.90633,28.30147,"Строїнці, Вінницька область, Україна",337580628.0,Q4444118,,0.706,matched_db_api,medium
89.0,,Rus,Krasne,Krasnianka,village,7.0,1765.0,BRT,Krasnianka,Bracław,Bracław,BRC_KRASNE,48.86243,28.34048,289.0,,48.862705,28.340137,"Краснянка, Тиврівська селищна громада, Вінницький район, Вінницька область, 23343, Україна",337582910.0,Q4239742,,1.0,matched_nominatim,high
90.0,,Rus,Krasne,Łopatyńce,village,12.0,1765.0,BRT,Lopatyntsi,Bracław,Bracław,BRC_KRASNE,48.81203496,28.36870031,289.0,,48.813786,28.366837,"Лопатинці, Вінницька область, Україна",337584763.0,Q4266676,,0.889,matched_db_api,medium
91.0,,Rus,Krasne,Strzelnik,village,7.0,1765.0,BRT,Strilnyky,Bracław,Bracław,BRC_KRASNE,48.79263,28.41,289.0,,48.793346,28.409977,"Стрільники, Вінницька область, Україна",337585591.0,Q4443791,,0.889,matched_db_api,medium
92.0,,Rus,Krasne,Zwiedenowka,village,8.0,1765.0,BRT,Zvedenivka,Bracław,Bracław,BRC_KRASNE,48.71051,28.41028,289.0,,48.710151,28.4120852,Зведенівка,337588338.0,Q4189344,,1.0,matched_cluster_fix,high
93.0,,Rus,Krasne,Rachny Lasowe,village,13.0,1765.0,BRT,Rakhny-Lisovi,Bracław,Bracław,BRC_KRASNE,48.7868,28.48314,289.0,,48.781792,28.480291,"Рахни-Лісові, Шпиківська селищна громада, Тульчинський район, Вінницька область, 23536, Україна",337586058.0,Q4391217,,1.0,matched_nominatim,high
94.0,,Rus,Krasne,Huta Szpikowska,village,4.0,1765.0,BRT,Shpykiv,Bracław,Bracław,BRC_KRASNE,48.78411,28.56359,289.0,,48.7860654,28.5647525,"Винокурня, Вінницька область, Україна",337585989.0,Q2652167,שפיקיב,0.636,matched_db_api,medium
95.0,,Rus,Krasne,Sledzie,village,4.0,1765.0,BRT,Slidy,Bracław,Bracław,BRC_KRASNE,48.82065,28.51441,289.0,,48.8174253,28.5229855,"Сліди, Вінницька область, Україна",337584605.0,Q4423296,,0.667,matched_db_api,medium
96.0,,Rus,Krasne,Buszynka,village,6.0,1765.0,BRT,Bushynka,Bracław,Bracław,BRC_KRASNE,48.83402,28.46036,289.0,,48.834351,28.457081,"Бушинка, Вінницька область, Україна",337584020.0,Q4100672,,0.933,matched_db_api,high
97.0,,Rus,Krasne,Ujarzynce,village,9.0,1765.0,BRT,Uiaryntsi,Bracław,Bracław,BRC_KRASNE,48.8642,28.4848,289.0,,48.863258,28.484102,"Уяринці, Тиврівська селищна громада, Вінницький район, Вінницька область, 23344, Україна",5588559.0,Q4479884,,1.0,matched_nominatim_modern,high
98.0,,Rus,Krasne,Onypkowce,village,7.0,1765.0,BRT,Onytkivtsi,Bracław,Bracław,BRC_KRASNE,48.94193,28.53665,289.0,,48.942764,28.536524,"Онитківці, Тиврівська селищна громада, Вінницький район, Вінницька область, Україна",5404228.0,Q4334910,,1.0,matched_nominatim_modern,high
99.0,,Rus,Krasne,Żachnowka,village,9.0,1765.0,BRT,Zhakhnivka,Bracław,Bracław,BRC_KRASNE,48.93597,28.57798,289.0,,48.935116,28.573057,"Жахнівка, Вінницька область, Україна",337579729.0,Q4178372,,0.737,matched_db_api,medium
100.0,,Rus,Krasne,Iwanowce,village,6.0,1765.0,BRT,Ivonivtsi,Bracław,Bracław,BRC_KRASNE,48.9071,28.58757,289.0,,48.906269,28.585272,"Івонівці, Тиврівська селищна громада, Вінницький район, Вінницька область, 23351, Україна",5404226.0,Q4197264,,1.0,matched_nominatim_modern,high
101.0,,Rus,Krasne,Worobijowka,village,7.0,1765.0,BRT,Vorobiivka,Bracław,Bracław,BRC_KRASNE,48.92166,28.67686,289.0,,48.924179,28.67672,"Воробіївка, Вінницька область, Україна",337580060.0,Q4125090,,0.667,matched_db_api,medium
102.0,,Rus,Krasne,Rohozna,village,14.0,1765.0,BRT,Rohizna,Bracław,Bracław,BRC_KRASNE,48.88827,28.62958,289.0,,48.88802,28.631109,"Рогізна, Вінницька область, Україна",337581448.0,Q4395620,,0.857,matched_db_api,medium
103.0,,Rus,Krasne,Ułyszka,village,5.0,1765.0,BRT,Mala Vulyha,Bracław,Bracław,BRC_KRASNE,48.86474,28.6277,289.0,,48.8671873,28.629972,"Мала Вулига, Шпиківська селищна громада, Тульчинський район, Вінницька область, 23353, Україна",6020219.0,Q4276798,,1.0,matched_nominatim_modern,high
104.0,,Rus,Krasne,Szpikow,village,21.0,1765.0,BRT,Shpykiv,Bracław,Bracław,BRC_KRASNE,48.78411,28.56359,289.0,,48.7860654,28.5647525,"Шпиків, Шпиківська селищна громада, Тульчинський район, Вінницька область, 23614, Україна",337585989.0,Q2652167,שפיקיב,1.0,matched_nominatim,high
105.0,,Rus,Krasne,Lewkowka,village,4.0,1765.0,BRT,Levkivtsi,Bracław,Bracław,BRC_KRASNE,48.74556,28.53607,289.0,,,,,,,,,not_found,medium
106.0,,Rus,Krasne,Jurkowka,village,5.0,1765.0,BRT,Yurkivka,Bracław,Bracław,BRC_KRASNE,48.68887817,28.57916179,289.0,,48.69244,28.582584,Юрківка,337589056.0,Q4534994,,1.0,matched_cluster_fix,high
107.0,,Rus,Krasne,Ułyha,village,9.0,1765.0,BRT,Velyka Vulyha,Bracław,Bracław,BRC_KRASNE,48.85788,28.58134,289.0,,48.858482,28.576309,Велика Вулига,337582925.0,Q4106244,,1.0,matched_refined,high
108.0,,Rus,Krasne,Stoiany,village,9.0,1765.0,BRT,Stoyany,Bracław,Bracław,BRC_KRASNE,48.86667,28.55,289.0,,,,,,,,,not_found,medium
